icao24;registration;manufacturericao;manufacturername;model;typecode;serialnumber;linenumber;icaoaircrafttype;operator;operatorcallsign;operatoricao;operatoriata;owner;testreg;registered;reguntil;status;built;firstflightdate;seatconfiguration;engines;modes;adsb;acars;notes;categoryDescription
3d0652;D-EAQK;PIPER;Piper;PA-28 140 Cherokee F;P28A;28-7625065;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0653;D-EAQL;AQUILA;Aquila;Aquila AT-01 A-210;A210;AT01-145;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0655;D-EAQN;AQUILA;Aquila;AT-01 A-210;A210;AT01-140;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0659;D-EAQR;AQUILA;Aquila;AT-01 A-210;A210;AT01-191;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d065a;D-EAQS;AQUILA;Aquila;Aquila AT-01 A-210;A210;AT01-201;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d065b;D-EAQT;AQUILA;Aquila;Aquila AT-01 A-210;A210;AT01-144;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d065c;D-EAQU;AQUILA;Aquila;AT-01 100C;A210;AT01-100C-303;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d065d;D-EAQV;AQUILA;Aquila;Aquila AT-01 A-210;A210;AT01-173;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d065f;D-EAQX;AQUILA;Aquila;AT-01 A-210;A210;AT01-190;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0660;D-EAQY;AQUILA;Aquila;AT-01 A-210;A210;AT01-166;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0663;D-EARB;MOONEY;Mooney;M.20F Executive;M20P;22-1259;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0664;D-EARC;ROCKWELL;Rockwell;Commander 112 A;AC11;468;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0667;D-EARF;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1718;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d066a;D-EARI;COLEMILL;Beech;Beech Bonanza S35;BE35;D-7386;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d066d;D-EARL;CESSNA;Cessna;Cessna 210M Turbo Centurion;C210;21061747;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d066e;D-EARM;COLEMILL;Beech;Beech Bonanza F35;BE35;D-4256;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d066f;D-EARN;PIPER;Piper;PA-28 161 Cadet;P28A;2841113;;L1P;;;;;Rwl German Flight Academy;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0670;D-EARO;WREN;Cessna;182N Skylane;C182;18260106;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0671;D-EARP;SOCATA;Socata;Rallye MS.880B Club;RALL;2054;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0673;D-EARR;BEECH;Beech;Musketeer C23 Sundowner 180;BE23;M-2275;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0675;D-EART;MOONEY;Mooney;Mooney M.20K Model 231;M20T;25-0376;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0677;D-EARV;GROB;Grob;G-115 C;G115;82039/C;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d067a;D-EARY;PIAGGIO;Focke-wulf/piaggio;P.149 D;P149;057;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d067d;D-EASB;REIMS;Cessna;172N Skyhawk;C172;17272535;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d067e;D-EASC;PIPER;Piper;PA-28 181 Archer II;P28A;28-8090212;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d067f;D-EASD;GROB;Grob;G-115 D;G115;82067;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0680;D-EASE;CIRRUS;Cirrus Design;Cirrus Design SR20;SR20;1931;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0681;D-EASF;PIPER;Piper;PA-28R 201 Arrow III;P28R;28R-7737090;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0682;D-EASG;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1529;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0684;D-EASI;CIRRUS;Cirrus Design;SR20 G2;SR20;1514;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0685;D-EASJ;MALMO;Bolkow;Junior Bo.208C;JUNR;695;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0686;D-EASK;SLINGSBY;Sportavia-putzer;RF-6C Sportsman;RF6;6002;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0687;D-EASL;MOONEY;Mooney;M.20K Model 231;M20T;25-0688;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0688;D-EASM;WREN;Cessna;182M Skylane;C182;18259654;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0689;D-EASN;MOONEY;Mooney;Mooney M.20J Model 201;M20P;24-1244;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d068a;D-EASO;SOCATA;Socata;Rallye MS.893A Commodore 180;RALL;10989;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d068b;D-EASP;SOCATA;Socata;Rallye MS.880B Club;RALL;1609;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d068e;D-EASS;;;Cessna 172 S;C72;;;;;;;;Air Service Sachsen;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d068f;D-EAST;HOAC;Diamond Aircraft;Katana DV20;DV20;20027;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0692;D-EASW;SAN;S.a.n.;Jodel DR.1050;DR10;131;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0694;D-EASY;VAN'S;Vans;RV-10;RV10;40300;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0695;D-EASZ;EVEKTOR;Evektor;EV-97 Sportstar RTC;EVSS;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0696;D-EATA;CESSNA;Cessna;170A;C170;18884;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0697;D-EATB;SOCATA;Socata;Rallye MS.892A Commodore 150;RALL;10953;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0698;D-EATC;REIMS;Cessna;150C;C150;15059805;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0699;D-EATD;CESSNA;Cessna;140;C140;8784;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d069d;D-EATH;PIPER;Piper;PA-28R 201T Turbo Arrow III;P28R;28R-7803346;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d069f;D-EATJ;RTAF;Rhein-flugzeugbau;Fantrainer 600;FANT;D1;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06a3;D-EATN;SAN;S.a.n.;Jodel DR.1050;DR10;451;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06a4;D-EATO;CERVA;Cerva;CE.43 Guepard;CE43;438;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06a5;D-EATP;RTAF;Rhein-flugzeugbau;Fantrainer 600;FANT;011;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06a6;D-EATQ;CHAMPION;Bellanca;Citabria 7GCBC;CH7B;835-75;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06a7;D-EATR;RTAF;Rhein-flugzeugbau;Fantrainer 600;FANT;001;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06a8;D-EATS;YAKIMA AEROSPORT;Piper;PA-18 135 Super Cub;PA18;18-3351;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06ab;D-EATV;PIPER;Piper;PA-28R 201T Turbo Arrow III;P28R;28R-7703303;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06ac;D-EATW;HOAC;Diamond Aircraft;Katana DA20-A1;DV20;10141;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06ad;D-EATX;GYROFLUG;Gyroflug;Speed Canard SC-01B-160;SC01;S-48;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d06ae;D-EATY;YAKIMA AEROSPORT;Piper;PA-18 95 Super Cub;PA18;18-1511;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06b0;D-EAUA;SOCATA;Socata;TB10 Tobago;TOBA;1097;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06b1;D-EAUB;REIMS;Cessna;172N Skyhawk;C172;17270150;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06b2;D-EAUC;TIGER;Grumman American;AA-5A Cheetah;AA5;AA5A-0349;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06b3;D-EAUD;REIMS;Cessna;150G;C150;15065230;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06b5;D-EAUF;SOCATA;Socata;Rallye MS.893E 180GT Gaillard;RALL;12267;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06b8;D-EAUI;PIPER;Piper;PA-25 235 Pawnee;PA25;25-2179;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d06ba;D-EAUK;SSH;Dornier Bucker;Jungmann Bu 131 APM-150;BU31;27;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06be;D-EAUO;ROBIN;Robin;DR.400 180R Remorqueur;DR40;2371;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06bf;D-EAUP;STEMME;Stemme;S15-1 ASP;S6;6.T.10.010;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06c1;D-EAUR;SOCATA;Socata;TB10 Tobago;TOBA;1099;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06c2;D-EAUS;GYROFLUG;Gyroflug;Speed Canard SC-01B-160;SC01;S-10;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06c3;D-EAUT;YAKIMA AEROSPORT;Piper;PA-18 150 Super Cub;PA18;18-7909190;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d06c4;D-EAUU;DORNIER;Bucker;Jungmeister Bu 133C;BU33;10;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06c6;D-EAUW;;Reproduction;R.III 22/K Replica;ZZZZ;1853;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06ca;D-EAVA;WREN;Cessna;Cessna 182M Skylane;C182;18259806;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06cb;D-EAVB;RAYTHEON;Beech;Bonanza F33A;BE33;CE-1127;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d06cc;D-EAVC;REIMS;Reims/cessna;F172;C172;1728;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d06d0;D-EAVG;REIMS;Reims/cessna;F172M;C172;1362;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06d2;D-EAVI;VELOCITY;Velocity Aircraft;Velocity J-II;VELO;01;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06d5;D-EAVL;SAN;S.a.n.;Jodel DR.1050;DR10;360;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06d6;D-EAVM;STAMPE;Aiaa;Stampe SV-4 C;SV4;1134;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06da;D-EAVQ;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1395;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06dc;D-EAVS;ROBIN;Robin;DR.300 180R Remorqueur;DR30;706;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06dd;D-EAVT;PIPER;Piper;Piper PA-32R 301T Saratoga II TC;P32R;3257399;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06df;D-EAVV;SSH;Bucker;Jungmann Bu 131B;BU31;12;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e0;D-EAVW;AQUILA;Aquila;Aquila AT-01 A-210;A210;AT01-229;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e1;D-EAVX;REIMS;Cessna;150M;C150;15079321;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e2;D-EAVY;PIPER;Piper;Piper PA-28R 201 Arrow III;P28R;2844123;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e3;D-EAVZ;AQUILA;Aquila;AT-01 A-210;A210;AT01-224;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e4;D-EAWA;SUD;Gardan;GY-80 180 Horizon;GY80;256;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e7;D-EAWD;MRAZ;Fieseler;Storch Fi 156C-3;F156;5440;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06e9;D-EAWF;RILEY;Cessna;P210N Pressurized Centurion;P210;P21000618;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06ea;D-EAWG;WREN;Cessna;182P Skylane;C182;18264392;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06eb;D-EAWH;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1440;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06ec;D-EAWI;EXTRA;Extra;EA.330 SC;E300;SC033;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06ed;D-EAWJ;ROBIN;Robin;R.3000 160;R300;144;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06ee;D-EAWK;RAYTHEON;Beech;Bonanza A36;BE36;E-2174;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06ef;D-EAWL;SOCATA;Socata;Rallye MS.894A Minerva 220;RALL;11048;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06f0;D-EAWM;GROB;Grob;G-115 C;G115;82035/C;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06f3;D-EAWP;MOONEY;Mooney;Mooney M.20K Model 231;M20T;25-0605;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06f5;D-EAWR;CIRRUS;Cirrus Design;Cirrus Design SR22;SR22;2759;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06f8;D-EAWU;REIMS;Cessna;Cessna 172S Skyhawk SP;C172;172S8148;;L1P;Frankfurter Verein F�r Luftfahrt 1908 E.v.;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06fa;D-EAWW;PIPER;Piper;PA-28R 201 Arrow III;P28R;28R-7837199;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d06fd;D-EAWZ;REIMS;Reims/cessna;F172M;C172;1169;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d06fe;D-EAXA;TIGER;Grumman American;AA-5 Traveler;AA5;AA5-0497;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Small (15500 to 75000 lbs)
3d06ff;D-EAXB;TIGER;Grumman American;AA-5 Traveler;AA5;AA5-0518;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0701;D-EAXD;TIGER;Grumman American;Grumman American AA-5 Traveler;AA5;AA5-0545;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0702;D-EAXE;TIGER;Grumman American;AA-5 Traveler;AA5;AA5-0553;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0705;D-EAXH;GULFSTREAM AMERICAN;American Aviation;AA-1B;AA1;AA1B-0356;;L1P;;;AA1;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0706;D-EAXI;SKYSTAR;Denney;Kitfox Mk.IV;FOX;C9909-0251;;L1P;;;FOX;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0708;D-EAXK;EXTRA;Extra;EA.330 LT;E300;LT019;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0709;D-EAXL;SSH;Casa;Jungmann 1-131E;BU31;2154;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d070a;D-EAXM;CHRISTEN;Aviat;Husky A-1B;HUSK;2438;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d070d;D-EAXP;SKYSTAR;Aero Designs;Pulsar XP;PULS;1809;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d070f;D-EAXR;LANCAIR;Columbia Aircraft;Columbia Aircraft 400 LC41-550FG;COL4;41720;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0711;D-EAXT;PIAGGIO;Focke-wulf/piaggio;P.149 D;P149;150;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0717;D-EAXZ;CESSNA;Cessna;175C Skylark;C175;17557032;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0727;D-EAYP;RAYTHEON;Beech;Bonanza A36AT;BE36;E-2656;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d072d;D-EAYV;REIMS;Reims/cessna;F150H;C150;0301;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d072f;D-EAYX;PIPER;Piper;PA-32R 301T Saratoga II TC;P32R;3257024;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0730;D-EAYY;REIMS;Cessna;Cessna 172S Skyhawk SP;C172;172S10229;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0732;D-EAZA;MACCHI;Macchi;MB.308;M308;5792/19;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0736;D-EAZE;FOCKE-WULF;Focke-wulf;Stieglitz FW 44J;FW44;2779;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0738;D-EAZG;EXTRA;Extra;EA.300/200;E300;02;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d073d;D-EAZL;REIMS;Cessna;Cessna 172S Skyhawk SP;C172;172S8299;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0745;D-EAZT;SOCATA;Socata;TB10 Tobago;TOBA;1113;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0748;D-EAZW;PAI;Neico;Lancair 320;LNC2;1700;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d074a;D-EAZY;RUTAN;Rutan;Long-Ez;LGEZ;1597;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d074c;D-EBAA;SOCATA;Socata;TB9 Tampico Club;TAMP;1470;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d074d;D-EBAB;PIPER;Piper;PA-28 151 Cherokee Warrior;P28A;28-7415059;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d074e;D-EBAC;DORNIER;Dornier;Do 27 A-4;DO27;381;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d074f;D-EBAD;YAKIMA AEROSPORT;Piper;PA-18 L-18C Super Cub;PA18;18-3429;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0750;D-EBAE;CENTRE EST;Robin;Jodel DR.253B Regent;D253;147;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0751;D-EBAF;WAGAERO;Piper;J-3 C-65 Cub;J3;13197;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0752;D-EBAG;REIMS;Reims/cessna;F172;C172;1655;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0753;D-EBAH;HB-FLUGTECHNIK;Hb Flugtechnik;HB-207A Alfa;H207;207-007;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0754;D-EBAI;CENTRE EST;Robin;Jodel DR.253B Regent;D253;144;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0756;D-EBAK;HOAC;Diamond Aircraft;Katana DA20-A1;DV20;10330;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0757;D-EBAL;YAKIMA AEROSPORT;Piper;PA-18 150 Super Cub;PA18;18-5364;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0758;D-EBAM;CESSNA;Cessna;210L Centurion;C210;21061120;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
